Name,Year,Location,Vendeur,Owner_type,Kilometers_Driven,Fuel_Type,Transmission,Puissance_fiscale,Puissance_dynamique,Price
RENAULT Clio 2016,2016,Meknès,Particulier,Première,30.000 km,Diesel,Manuelle,6 cv ,85 ch ,128.000 DH
VOLKSWAGEN Tiguan 2021,2021,Casablanca,Particulier,Première,55.000 km,Diesel,Manuelle,8 cv ,110 ch ,315.000 DH
VOLKSWAGEN Golf 2013,2013,Casablanca,Particulier,Seconde,250.000 km,Diesel,Manuelle,6 cv ,- ,160.000 DH
PEUGEOT 208 2019,2019,Rabat,Particulier,Première,16.500 km,Diesel,Manuelle,6 cv ,92 ch ,159.000 DH
PEUGEOT 308 2017,2017,Tanger,Particulier,Seconde,66.000 km,Diesel,Manuelle,7 cv ,92 ch ,163.000 DH
OPEL Astra 2015,2015,Rabat,Particulier,Seconde,163.000 km,Diesel,Automatique,8 cv ,160 ch ,125.000 DH
BMW Série 4 Gran Coupé 2016,2016,Casablanca,Particulier,Première,181.000 km,Diesel,Automatique,8 cv ,190 ch ,265.000 DH
FIAT 500X 2022,2022,Rabat,Particulier,Première,12.000 km,Diesel,Manuelle,6 cv ,120 ch ,198.000 DH
CITROEN C3 2017,2017,Kénitra,Particulier,Première,47.483 km,Essence,Manuelle,7 cv ,82 ch ,80.000 DH
RENAULT Talisman 2020,2020,Casablanca,Particulier,Première,23.000 km,Diesel,Automatique,6 cv ,160 ch ,275.000 DH
VOLKSWAGEN Coccinelle 2017,2017,Rabat,Particulier,Seconde,48.500 km,Diesel,Manuelle,8 cv ,150 ch ,210.000 DH
AUDI A6 2012,2012,Casablanca,Particulier,Première,245.000 km,Diesel,Manuelle,- ,- ,140.000 DH
NISSAN Micra 2018,2018,Rabat,Particulier,Première,59.000 km,Diesel,Manuelle,6 cv ,90 ch ,132.000 DH
DACIA Duster 2018,2018,Casablanca,Particulier,Première,100.000 km,Diesel,Manuelle,6 cv ,85 ch ,170.000 DH
MERCEDES Classe E 2016,2016,Agadir,Particulier,Seconde,128.000 km,Diesel,Automatique,8 cv ,170 ch ,380.000 DH
LAND ROVER Range Rover Evoque 2018,2018,Rabat,Particulier,Première,62.000 km,Diesel,Automatique,8 cv ,180 ch ,330.000 DH
LAND ROVER Range Rover Evoque 2018,2018,Casablanca,Professionnel,Seconde,71.000 km,Diesel,Automatique,8 cv ,180 ch ,340.000 DH
BMW Série 6 Gran Coupé 2012,2012,Rabat,Particulier,Seconde,150.000 km,Diesel,Automatique,12 cv ,313 ch ,285.000 DH
TOYOTA RAV 4 2013,2013,Rabat,Particulier,Seconde,130.000 km,Diesel,Automatique,8 cv ,124 ch ,148.000 DH
FORD Kuga 2015,2015,Tétouan,Particulier,Première,223.000 km,Diesel,Manuelle,8 cv ,150 ch ,155.000 DH
AUDI A5 SportBack 2017,2017,Casablanca,Particulier,Seconde,165.000 km,Diesel,Automatique,8 cv ,190 ch ,334.000 DH
NISSAN Qashqai 2016,2016,Kénitra,Particulier,Seconde,120.000 km,Diesel,Manuelle,6 cv ,130 ch ,165.000 DH
VOLKSWAGEN Tiguan 2016,2016,Rabat,Particulier,Première,195.000 km,Diesel,Manuelle,8 cv ,185 ch ,360.000 DH
VOLVO V40 2018,2018,Rabat,Particulier,Première,118.000 km,Diesel,Automatique,8 cv ,120 ch ,146.000 DH
BMW Série 6 Gran Turismo 2015,2015,Casablanca,Particulier,Première,8.768 km,Hybride,Manuelle,- ,- ,43.244 DH
SKODA Yeti 2012,2012,Salé,Particulier,Seconde,171.000 km,Diesel,Manuelle,8 cv ,110 ch ,115.000 DH
SUZUKI Maruti 2007,2007,Casablanca,Particulier,Première,67.600 km,Essence,Automatique,5 cv ,- ,30.000 DH
FORD Focus 2015,2015,Casablanca,Particulier,Première,119.800 km,Diesel,Manuelle,6 cv ,- ,128.000 DH
TOYOTA Fortuner 2022,2022,Figuig,Particulier,Première,24.000 km,Diesel,Automatique,10 cv ,150 ch ,410.000 DH
DACIA Dokker 2020,2020,El Jadida,Particulier,Seconde,70.000 km,Diesel,Manuelle,6 cv ,85 ch ,129.000 DH
TOYOTA Corolla Sport 2021,2021,Casablanca,Particulier,Première,33.000 km,Hybride,Automatique,10 cv ,122 ch ,245.000 DH
VOLKSWAGEN Passat 2005,2005,Khénifra,Particulier,Seconde,230.000 km,Diesel,Manuelle,8 cv ,105 ch ,82.000 DH
HYUNDAI Santa Fe 2010,2010,Tanger,Particulier,Seconde,263.000 km,Diesel,Automatique,9 cv ,- ,105.000 DH
ALFA ROMEO Giulietta 2013,2013,Casablanca,Particulier,Première,107.000 km,Diesel,Manuelle,6 cv ,120 ch ,120.000 DH
OPEL Grandland 2021,2021,Marrakech,Particulier,Seconde,20.800 km,Diesel,Automatique,6 cv ,130 ch ,255.000 DH
BMW Série 3 2021,2021,Rabat,Particulier,Première,22.000 km,Diesel,Automatique,8 cv ,150 ch ,370.000 DH
BMW Série 2 Gran Coupé 2022,2022,El Jadida,Particulier,Première,39.000 km,Diesel,Automatique,8 cv ,150 ch ,420.000 DH
MERCEDES Classe C 2002,2002,Tétouan,Particulier,Seconde,180.000 km,Essence,Manuelle,11 cv ,- ,42.000 DH
MERCEDES GLE 2019,2019,El Jadida,Particulier,Première,57.000 km,Diesel,Automatique,8 cv ,245 ch ,665.000 DH
AUDI A3 Sportback 2016,2016,Mohammadia,Particulier,Première,82.000 km,Diesel,Automatique,6 cv ,105 ch ,195.000 DH
TOYOTA Fortuner 2022,2022,Casablanca,Particulier,Première,64.000 km,Diesel,Automatique,9 cv ,150 ch ,375.000 DH
FIAT 500L 2018,2018,Tanger,Particulier,Seconde,109.000 km,Diesel,Automatique,5 cv ,- ,140.000 DH
BMW X1 2017,2017,Tanger,Particulier,Première,34.000 km,Diesel,Automatique,8 cv ,140 ch ,255.000 DH
ALFA ROMEO Giulia 2017,2017,Casablanca,Particulier,Seconde,63.000 km,Diesel,Automatique,9 cv ,180 ch ,255.000 DH
OPEL Astra 2017,2017,Temara,Particulier,Première,55.400 km,Diesel,Manuelle,6 cv ,130 ch ,168.000 DH
FORD Fiesta 2012,2012,Tanger,Particulier,Première,140.000 km,Diesel,Manuelle,6 cv ,85 ch ,82.000 DH
RENAULT R21 1998,1998,Meknès,Particulier,Seconde,293.000 km,Diesel,Manuelle,8 cv ,- ,52.000 DH
CITROEN C5 AirCross 2020,2020,Casablanca,Particulier,Seconde,115.000 km,Diesel,Automatique,8 cv ,180 ch ,225.000 DH
ALFA ROMEO Giulietta 2011,2011,Casablanca,Particulier,Seconde,95.000 km,Diesel,Manuelle,6 cv ,120 ch ,100.000 DH
NISSAN Qashqai 2014,2014,Casablanca,Particulier,Première,90.000 km,Diesel,Manuelle,6 cv ,110 ch ,132.000 DH
OPEL Astra 2011,2011,Casablanca,Particulier,Seconde,210.000 km,Diesel,Manuelle,7 cv ,125 ch ,85.000 DH
PEUGEOT 207 2007,2007,Casablanca,Particulier,Première,91.000 km,Diesel,Manuelle,6 cv ,- ,80.000 DH
HYUNDAI Elantra 2015,2015,Beni Mellal,Particulier,Première,210.000 km,Diesel,Manuelle,6 cv ,128 ch ,140.000 DH
BMW Série 4 Gran Coupé 2015,2015,Rabat,Particulier,Seconde,125.654 km,Diesel,Automatique,8 cv ,150 ch ,273.000 DH
HYUNDAI Elantra 2015,2015,Casablanca,Particulier,Première,210.000 km,,Automatique,6 cv ,128 ch ,140.000 DH
PEUGEOT 208 2017,2017,Casablanca,Particulier,Première,88.000 km,Diesel,Manuelle,6 cv ,75 ch ,112.000 DH
VOLVO XC90 2020,2020,Tanger,Particulier,Première,45.000 km,Diesel,Automatique,8 cv ,249 ch ,540.000 DH
RENAULT Scénic 2009,2009,Rabat,Particulier,Seconde,175.000 km,Diesel,Manuelle,6 cv ,110 ch ,88.000 DH
DACIA Dokker 2020,2020,Casablanca,Particulier,Seconde,93.000 km,Diesel,Manuelle,6 cv ,85 ch ,105.000 DH
NISSAN Micra 2017,2017,Mohammadia,Particulier,Première,67.000 km,Diesel,Manuelle,6 cv ,90 ch ,127.000 DH
RENAULT Clio 2015,2015,Casablanca,Particulier,Première,132.000 km,Diesel,Manuelle,6 cv ,- ,108.000 DH
HYUNDAI i10 2016,2016,Marrakech,Particulier,Seconde,54.100 km,Essence,Manuelle,6 cv ,6 ch ,75.000 DH
DACIA Logan 2018,2018,Mohammadia,Particulier,Première,72.000 km,Diesel,Manuelle,6 cv ,85 ch ,108.000 DH
AUDI A3 Sportback 2018,2018,Mohammadia,Particulier,Première,105.000 km,Diesel,Automatique,8 cv ,143 ch ,260.000 DH
FIAT Linea 2016,2016,Casablanca,Particulier,Seconde,160.000 km,Essence,Manuelle,8 cv ,95 ch ,68.000 DH
FORD Focus 2016,2016,Casablanca,Particulier,Seconde,141.000 km,Diesel,Manuelle,6 cv ,105 ch ,130.000 DH
BMW Série 3 2021,2021,Salé,Particulier,Première,55.000 km,Diesel,Automatique,8 cv ,190 ch ,400.000 DH
BMW X5 2018,2018,Casablanca,Particulier,Première,69.000 km,Diesel,Automatique,12 cv ,265 ch ,385.000 DH
KIA Sportage 2012,2012,Casablanca,Particulier,Seconde,48.000 km,Diesel,Automatique,8 cv ,150 ch ,110.000 DH
BMW Série 4 Gran Coupé 2014,2014,Casablanca,Particulier,Seconde,83.000 km,Diesel,Automatique,8 cv ,190 ch ,243.000 DH
HONDA Jazz 2004,2004,Oujda,Particulier,Seconde,210.000 km,Essence,Manuelle,8 cv ,- ,55.000 DH
PEUGEOT 407 2005,2005,Marrakech,Particulier,Seconde,200.000 km,Essence,Manuelle,11 cv ,130 ch ,45.000 DH
LAND ROVER Range Rover Velar 2018,2018,Casablanca,Particulier,Première,8.000 km,Diesel,Automatique,8 cv ,240 ch ,445.000 DH
LAND ROVER Range Rover Sport 2019,2019,Casablanca,Particulier,Première,63.000 km,Diesel,Automatique,12 cv ,306 ch ,960.000 DH
PEUGEOT 208 2020,2020,Casablanca,Particulier,Seconde,46.000 km,Diesel,Manuelle,6 cv ,92 ch ,140.000 DH
NISSAN Juke 2015,2015,Rabat,Particulier,Première,70.000 km,Diesel,Manuelle,6 cv ,110 ch ,142.000 DH
RENAULT Clio 2013,2013,Agadir,Particulier,Première,211.000 km,Diesel,Manuelle,6 cv ,85 ch ,100.000 DH
BMW Série 4 Gran Coupé 2015,2015,Casablanca,Particulier,Seconde,125.563 km,Diesel,Automatique,9 cv ,150 ch ,279.000 DH
AUDI A3 Berline 2017,2017,Marrakech,Particulier,Première,68.500 km,Diesel,Automatique,8 cv ,143 ch ,240.000 DH
VOLKSWAGEN Tiguan 2014,2014,Fès,Particulier,Première,108.000 km,Diesel,Manuelle,8 cv ,140 ch ,176.000 DH
PEUGEOT 2008 2020,2020,Rabat,Particulier,Première,25.000 km,Diesel,Manuelle,6 cv ,100 ch ,208.000 DH
DACIA Logan 2018,2018,Mohammadia,Particulier,Première,72.000 km,Diesel,Manuelle,6 cv ,85 ch ,110.000 DH
VOLKSWAGEN Coccinelle 2020,2020,Casablanca,Professionnel,Seconde,23.000 km,Diesel,Manuelle,8 cv ,150 ch ,265.000 DH
LAND ROVER Range Rover Evoque 2019,2019,Casablanca,Particulier,Première,68.000 km,Diesel,Automatique,8 cv ,150 ch ,385.000 DH
NISSAN Juke 2023,2023,Casablanca,Particulier,Seconde,21.000 km,Essence,Automatique,6 cv ,117 ch ,235.000 DH
PEUGEOT 3008 2021,2021,Temara,Particulier,Première,36.000 km,Diesel,Manuelle,6 cv ,130 ch ,245.000 DH
VOLKSWAGEN Taigun 2020,2020,Casablanca,Professionnel,Première,35.000 km,Diesel,Manuelle,- ,- ,340.000 DH
PEUGEOT 206 2023,2023,Casablanca,Particulier,Seconde,125.000 km,Diesel,Manuelle,- ,- ,55.000 DH
BMW Série 5 2018,2018,Casablanca,Particulier,Première,111.000 km,Diesel,Automatique,8 cv ,190 ch ,330.000 DH
MERCEDES Classe A 2014,2014,Rabat,Particulier,Seconde,245 km,Diesel,Automatique,9 cv ,170 ch ,220.000 DH
AUDI A1 Sportback 2014,2014,Rabat,Particulier,Première,130.000 km,Diesel,Automatique,6 cv ,90 ch ,149.000 DH
VOLKSWAGEN Passat 2007,2007,Agadir,Particulier,Seconde,333.000 km,Diesel,Manuelle,8 cv ,- ,90.000 DH
MERCEDES Classe S 2022,2022,Casablanca,Particulier,Seconde,96.000 km,Diesel,Automatique,12 cv ,286 ch ,900.000 DH
NISSAN Micra 2017,2017,Kénitra,Particulier,Seconde,108.000 km,Diesel,Manuelle,6 cv ,90 ch ,126.000 DH
MERCEDES Classe B 2018,2018,Casablanca,Particulier,Première,57.000 km,Diesel,Automatique,6 cv ,116 ch ,240.000 DH
TOYOTA Land Cruiser Prado 2008,2008,Rabat,Particulier,Seconde,394.500 km,Diesel,Manuelle,12 cv ,- ,105.000 DH
KIA Optima 2018,2018,Fès,Particulier,Première,36.000 km,Diesel,Manuelle,7 cv ,136 ch ,190.000 DH
FORD Fiesta 2014,2014,Casablanca,Particulier,Première,200.000 km,Diesel,Manuelle,6 cv ,- ,110.000 DH
VOLKSWAGEN Polo 2014,2014,Casablanca,Particulier,Première,71.000 km,Diesel,Manuelle,7 cv ,70 ch ,110.000 DH
FORD Fiesta 2015,2015,Rabat,Particulier,Première,150.000 km,Diesel,Manuelle,6 cv ,85 ch ,97.000 DH
FIAT 500 2019,2019,Casablanca,Particulier,Première,74.000 km,Essence,Automatique,7 cv ,69 ch ,105.000 DH
KIA Cerato 2006,2006,Rabat,Particulier,Première,206.000 km,Diesel,Manuelle,8 cv ,- ,47.000 DH
KIA Ceed 2016,2016,Meknès,Particulier,Première,120.000 km,Diesel,Automatique,6 cv ,136 ch ,140.000 DH
CITROEN Jumper 2021,2021,Marrakech,Particulier,Première,8.900 km,Diesel,Manuelle,9 cv ,- ,550.000 DH
MERCEDES CLA Coupé 2013,2013,Marrakech,Particulier,Seconde,130.000 km,Diesel,Automatique,9 cv ,170 ch ,194.000 DH
FORD Kuga 2015,2015,Tétouan,Particulier,Première,223.000 km,Diesel,Manuelle,8 cv ,140 ch ,160.000 DH
JEEP Grand Cherokee 2019,2019,Casablanca,Particulier,Première,96.000 km,Diesel,Automatique,12 cv ,250 ch ,255.000 DH
VOLKSWAGEN Touareg 2019,2019,Casablanca,Professionnel,Première,77.000 km,Diesel,Manuelle,12 cv ,259 ch ,290.000 DH
PORSCHE Macan 2015,2015,Casablanca,Particulier,Première,95.000 km,Diesel,Automatique,12 cv ,- ,380.000 DH
AUDI A1 2011,2011,Casablanca,Particulier,Seconde,149.000 km,Diesel,Manuelle,6 cv ,90 ch ,125.000 DH
VOLVO XC90 2019,2019,Tanger,Particulier,Seconde,103.000 km,Diesel,Automatique,8 cv ,235 ch ,390.000 DH
DACIA Logan 2014,2014,Casablanca,Particulier,Première,130.000 km,Diesel,Manuelle,6 cv ,85 ch ,50.000 DH
BMW X1 2016,2016,Kénitra,Particulier,Première,79.000 km,Diesel,Automatique,8 cv ,150 ch ,245.000 DH
SEAT Leon 2017,2017,Casablanca,Particulier,Première,95.500 km,Diesel,Manuelle,8 cv ,143 ch ,210.000 DH
VOLKSWAGEN Tiguan 2020,2020,Casablanca,Professionnel,Première,35.000 km,Diesel,Automatique,8 cv ,150 ch ,250.000 DH
VOLKSWAGEN Polo 2006,2006,Agadir,Particulier,Seconde,210.000 km,Diesel,Manuelle,6 cv ,70 ch ,65.000 DH
KIA ProCeed 2008,2008,Casablanca,Particulier,Seconde,282.000 km,Diesel,Automatique,- ,- ,65.000 DH
LAND ROVER Discovery Sport 2020,2020,Rabat,Particulier,Première,45.500 km,Diesel,Automatique,8 cv ,150 ch ,390.000 DH
MERCEDES Classe E 2010,2010,Casablanca,Particulier,Première,109.000 km,Diesel,Automatique,12 cv ,231 ch ,170.000 DH
RENAULT Captur 2020,2020,Agadir,Particulier,Première,39.000 km,Diesel,Manuelle,6 cv ,85 ch ,180.000 DH
TOYOTA Land Cruiser 200 2017,2017,Rabat,Particulier,Seconde,139.000 km,Diesel,Automatique,18 cv ,250 ch ,550.000 DH
AUDI A3 Sportback 2018,2018,Mohammadia,Particulier,Seconde,105.000 km,Diesel,Manuelle,8 cv ,143 ch ,270.000 DH
FIAT Doblo 2012,2012,Casablanca,Particulier,Seconde,200.000 km,Diesel,Manuelle,6 cv ,- ,65.000 DH
NISSAN Juke 2021,2021,Casablanca,Particulier,Première,4.633 km,Essence,Automatique,6 cv ,117 ch ,240.000 DH
SKODA Octavia 2011,2011,Casablanca,Particulier,Seconde,216.000 km,Diesel,Manuelle,8 cv ,90 ch ,100.000 DH
PEUGEOT 3008 2021,2021,Casablanca,Particulier,Première,49.000 km,Diesel,Automatique,8 cv ,150 ch ,290.000 DH
AUDI A3 Sportback 2022,2022,Casablanca,Particulier,Seconde,150.000 km,Diesel,Automatique,8 cv ,150 ch ,230.000 DH
MERCEDES Classe S 2011,2011,Rabat,Particulier,Seconde,130.000 km,Diesel,Manuelle,9 cv ,- ,250.000 DH
FORD Focus 2021,2021,Berrechid,Particulier,Première,24.000 km,Diesel,Manuelle,6 cv ,120 ch ,200.000 DH
ALFA ROMEO Giulia 2017,2017,Casablanca,Particulier,Seconde,62.000 km,Diesel,Automatique,9 cv ,180 ch ,265.000 DH
MERCEDES Classe C 2020,2020,Rabat,Particulier,Première,64.000 km,Diesel,Automatique,8 cv ,194 ch ,360.000 DH
MERCEDES Classe A 2018,2018,Rabat,Particulier,Première,75.000 km,Diesel,Automatique,8 cv ,150 ch ,245.000 DH
MERCEDES Classe A 2018,2018,Casablanca,Particulier,Première,126.000 km,Diesel,Automatique,6 cv ,136 ch ,264.000 DH
VOLKSWAGEN Arteon 2019,2019,Rabat,Particulier,Seconde,120.000 km,Diesel,Automatique,8 cv ,150 ch ,256.000 DH
RENAULT Laguna 2009,2009,Casablanca,Particulier,Seconde,206.000 km,Essence,Automatique,- ,- ,50.000 DH
HYUNDAI i20 2018,2018,Salé,Particulier,Première,88.000 km,Essence,Manuelle,7 cv ,84 ch ,125.000 DH
JAGUAR XE 2016,2016,Casablanca,Particulier,Première,155.000 km,Diesel,Automatique,8 cv ,180 ch ,260.000 DH
RENAULT Kadjar 2017,2017,Rabat,Particulier,Première,91.000 km,Diesel,Automatique,6 cv ,110 ch ,165.000 DH
MERCEDES CLC 2016,2016,Casablanca,Particulier,Première,101.000 km,Diesel,Manuelle,9 cv ,170 ch ,315.000 DH
VOLKSWAGEN Golf 2009,2009,Salé,Particulier,Seconde,220.000 km,Essence,Manuelle,8 cv ,75 ch ,65.000 DH
AUDI A4 2013,2013,Rabat,Particulier,Seconde,195.000 km,Diesel,Manuelle,8 cv ,120 ch ,163.000 DH
RENAULT Clio 2018,2018,Casablanca,Particulier,Première,57.500 km,Diesel,Automatique,6 cv ,90 ch ,119.000 DH
CITROEN C5 2003,2003,Ouarzazate,Particulier,Seconde,250.000 km,Diesel,Automatique,8 cv ,140 ch ,46.000 DH
VOLKSWAGEN Jetta 2020,2020,Agadir,Particulier,Seconde,99.000 km,Diesel,Automatique,8 cv ,150 ch ,190.000 DH
VOLKSWAGEN CC 2016,2016,Casablanca,Particulier,Première,210.000 km,Diesel,Manuelle,8 cv ,160 ch ,159.000 DH
FIAT Punto 2018,2018,Casablanca,Particulier,Première,64.000 km,Diesel,Manuelle,6 cv ,75 ch ,65.000 DH
BMW X6 2009,2009,Casablanca,Particulier,Seconde,206.000 km,Diesel,Automatique,12 cv ,265 ch ,110.000 DH
SEAT Leon 2007,2007,Tétouan,Particulier,Seconde,250.000 km,Diesel,Manuelle,8 cv ,110 ch ,78.000 DH
BMW Série 5 2013,2013,Rabat,Particulier,Première,205.000 km,Diesel,Automatique,8 cv ,190 ch ,195.000 DH
JAGUAR XF 2016,2016,Mohammadia,Particulier,Seconde,143.000 km,Diesel,Automatique,8 cv ,180 ch ,260.000 DH
MERCEDES Classe A 2017,2017,Casablanca,Particulier,Première,50.000 km,Diesel,Automatique,6 cv ,116 ch ,230.000 DH
DS DS7 Crossback 2021,2021,Casablanca,Particulier,Première,25.000 km,Diesel,Automatique,8 cv ,180 ch ,380.000 DH
MINI 3 portes 2016,2016,Casablanca,Particulier,Première,85.000 km,Essence,Automatique,11 cv ,231 ch ,220.000 DH
BMW Série 3 2019,2019,Casablanca,Particulier,Première,120.000 km,Diesel,Automatique,8 cv ,150 ch ,275.000 DH
MERCEDES GLE 2019,2019,El Jadida,Particulier,Première,56.000 km,Diesel,Automatique,8 cv ,245 ch ,675.000 DH
PEUGEOT 208 2020,2020,Casablanca,Particulier,Première,20.000 km,Diesel,Manuelle,6 cv ,92 ch ,145.000 DH
AUDI A3 Berline 2018,2018,Casablanca,Particulier,Première,26.000 km,Diesel,Automatique,8 cv ,143 ch ,265.000 DH
MERCEDES Classe A 2013,2013,Fès,Particulier,Seconde,175.000 km,Diesel,Automatique,7 cv ,116 ch ,188.000 DH
SEAT Leon 2008,2008,Sidi Kacem,Particulier,Seconde,230.000 km,Diesel,Manuelle,8 cv ,105 ch ,85.000 DH
SEAT Ateca 2020,2020,Rabat,Particulier,Première,84.000 km,Diesel,Automatique,8 cv ,190 ch ,285.000 DH
RENAULT Mégane 2004,2004,Tanger,Particulier,Seconde,180.280 km,Essence,Manuelle,8 cv ,98 ch ,45.000 DH
HYUNDAI i20 2020,2020,Casablanca,Professionnel,Première,39.000 km,Essence,Manuelle,7 cv ,84 ch ,110.000 DH
RENAULT Clio 2017,2017,Agadir,Particulier,Seconde,160.000 km,Essence,Manuelle,7 cv ,75 ch ,88.000 DH
PEUGEOT 208 2020,2020,Casablanca,Particulier,Première,70.000 km,Diesel,Manuelle,6 cv ,- ,132.000 DH
HYUNDAI i10 2010,2010,Casablanca,Particulier,Seconde,160.000 km,Essence,Manuelle,6 cv ,75 ch ,54.000 DH
BMW Série 5 2000,2000,Marrakech,Particulier,Seconde,267.000 km,Diesel,Automatique,9 cv ,145 ch ,55.000 DH
MERCEDES Classe A 2017,2017,Casablanca,Particulier,Première,61.000 km,Diesel,Automatique,6 cv ,109 ch ,250.000 DH
FIAT 500 2016,2016,Casablanca,Particulier,Première,95.000 km,Essence,Manuelle,7 cv ,69 ch ,98.000 DH
SSANGYONG Rexton 2013,2013,Casablanca,Particulier,Première,170.000 km,Diesel,Manuelle,8 cv ,155 ch ,78.000 DH
FORD Focus 2008,2008,Fès,Particulier,Première,277.000 km,Diesel,Manuelle,7 cv ,- ,78.000 DH
CITROEN C4 2023,2023,Casablanca,Particulier,Première,3.000 km,Diesel,Automatique,6 cv ,130 ch ,265.000 DH
HYUNDAI ix35 2013,2013,Casablanca,Particulier,Première,149.000 km,Diesel,Manuelle,7 cv ,150 ch ,139.000 DH
PEUGEOT 508 2017,2017,Rabat,Particulier,Seconde,200.000 km,Diesel,Manuelle,6 cv ,115 ch ,137.000 DH
FIAT 500 2014,2014,Casablanca,Particulier,Seconde,76.000 km,Essence,Manuelle,- ,- ,105.000 DH
SEAT Ibiza 2019,2019,Settat,Particulier,Première,70.000 km,Essence,Manuelle,6 cv ,75 ch ,119.000 DH
SEAT Leon 2019,2019,Casablanca,Particulier,Première,63.000 km,Diesel,Manuelle,6 cv ,105 ch ,160.000 DH
RENAULT Mégane 2015,2015,Beni Mellal,Particulier,Seconde,110.400 km,Diesel,Manuelle,6 cv ,90 ch ,115.000 DH
ALFA ROMEO Giulietta 2011,2011,Rabat,Particulier,Seconde,153.000 km,Diesel,Manuelle,6 cv ,105 ch ,100.000 DH
DACIA Sandero 2019,2019,Salé,Particulier,Première,129.000 km,Diesel,Manuelle,6 cv ,85 ch ,70.000 DH
VOLKSWAGEN Polo Sedan 2014,2014,Agadir,Particulier,Première,113.000 km,Diesel,Manuelle,8 cv ,90 ch ,100.000 DH
HONDA CR-V 2014,2014,Casablanca,Particulier,Première,195.000 km,Diesel,Automatique,9 cv ,150 ch ,160.000 DH
DACIA Sandero 2018,2018,Larache,Particulier,Seconde,43.600 km,Diesel,Manuelle,6 cv ,85 ch ,124.000 DH
BMW Série 3 Coupé 2009,2009,Temara,Particulier,Première,145.000 km,Diesel,Automatique,8 cv ,110 ch ,143.000 DH
JEEP Grand Cherokee 2007,2007,Casablanca,Particulier,Seconde,200.000 km,Diesel,Automatique,12 cv ,250 ch ,65.000 DH
VOLKSWAGEN Tiguan 2017,2017,Meknès,Particulier,Première,157.000 km,Diesel,Manuelle,8 cv ,110 ch ,234.000 DH
FIAT 500 2016,2016,Casablanca,Particulier,Première,48.000 km,Essence,Manuelle,6 cv ,69 ch ,105.000 DH
CITROEN C3 2007,2007,Casablanca,Particulier,Seconde,230.000 km,Diesel,Manuelle,6 cv ,75 ch ,65.000 DH
FORD EcoSport 2015,2015,Khouribga,Particulier,Seconde,157.000 km,Diesel,Manuelle,6 cv ,100 ch ,150.000 DH
BMW X3 2023,2023,Casablanca,Particulier,Seconde,170.000 km,Diesel,Automatique,8 cv ,150 ch ,170.000 DH
LAND ROVER Range Rover 2014,2014,Rabat,Particulier,Première,178.000 km,Diesel,Manuelle,18 cv ,339 ch ,400.000 DH
CITROEN C3 AirCross 2021,2021,Casablanca,Particulier,Seconde,36.000 km,Diesel,Manuelle,6 cv ,92 ch ,165.000 DH
CITROEN C-Elysée 2021,2021,Fès,Particulier,Seconde,35.000 km,Diesel,Manuelle,6 cv ,92 ch ,120.000 DH
RENAULT Mégane Coupé 2011,2011,Rabat,Particulier,Première,143.400 km,Essence,Manuelle,11 cv ,265 ch ,165.000 DH
HYUNDAI Tucson 2020,2020,Casablanca,Particulier,Seconde,36.000 km,Diesel,Automatique,6 cv ,136 ch ,298.000 DH
TOYOTA C-HR 2018,2018,Casablanca,Particulier,Première,78.000 km,Hybride,Automatique,10 cv ,122 ch ,190.000 DH
DACIA Sandero 2019,2019,Casablanca,Professionnel,Première,9.900 km,Diesel,Manuelle,6 cv ,85 ch ,120.000 DH
MERCEDES Classe E 2018,2018,Casablanca,Particulier,Première,108.000 km,Diesel,Automatique,8 cv ,190 ch ,340.000 DH
FORD EcoSport 2019,2019,Settat,Particulier,Première,28.000 km,Diesel,Manuelle,6 cv ,100 ch ,182.000 DH
SEAT Ibiza 2013,2013,Casablanca,Particulier,Première,221.000 km,Diesel,Manuelle,6 cv ,90 ch ,85.000 DH
JAGUAR XJ 2012,2012,Rabat,Particulier,Première,119.000 km,Diesel,Manuelle,- ,17 ch ,120.000 DH
RENAULT Clio 2014,2014,Casablanca,Particulier,Seconde,190.000 km,Diesel,Manuelle,6 cv ,85 ch ,98.000 DH
OPEL Astra 2015,2015,Casablanca,Particulier,Seconde,56.250 km,Diesel,Automatique,8 cv ,165 ch ,137.000 DH
KIA Cerato 2008,2008,Beni Mellal,Particulier,Seconde,246.000 km,Diesel,Automatique,6 cv ,- ,69.000 DH
JEEP Wrangler 2020,2020,Casablanca,Particulier,Seconde,83.000 km,Diesel,Automatique,9 cv ,200 ch ,470.000 DH
DACIA Dokker 2023,2023,Casablanca,Particulier,Première,33.000 km,Diesel,Automatique,6 cv ,85 ch ,135.000 DH
LAND ROVER Range Rover Sport 2016,2016,Casablanca,Particulier,Première,146.000 km,Diesel,Automatique,12 cv ,300 ch ,360.000 DH
TOYOTA Hilux 2017,2017,Casablanca,Particulier,Première,63.500 km,Diesel,Manuelle,10 cv ,130 ch ,230.000 DH
PEUGEOT 208 2019,2019,Temara,Particulier,Première,52.000 km,Essence,Manuelle,7 cv ,75 ch ,85.000 DH
RENAULT Mégane 2004,2004,Mohammadia,Particulier,Seconde,300.000 km,Diesel,Automatique,6 cv ,85 ch ,56.000 DH
BMW X1 2020,2020,Casablanca,Particulier,Première,25.000 km,Diesel,Automatique,8 cv ,150 ch ,320.000 DH
